Time,Unsubtracted Heat Flow,Baseline Heat Flow,Program Temperature,Sample Temperature,Approx. Gas Flow,Heat Flow Calibration,Uncorrected Heat Flow, 
18.166667,2.713,0.0,161.379,162.287,0.0,1.0,2.713, 
18.333333,2.7635,0.0,163.041,163.945,0.0,1.0,2.7635, 
18.5,2.8177,0.0,164.708,165.604,0.0,1.0,2.8177, 
18.666667,2.869,0.0,166.37,167.275,0.0,1.0,2.869, 
18.833333,2.9146,0.0,168.033,168.933,0.0,1.0,2.9146, 
19.0,2.9708,0.0,169.7,170.6,0.0,1.0,2.9708, 
19.166667,3.0231,0.0,171.362,172.254,0.0,1.0,3.0231, 
19.333333,3.0749,0.0,173.025,173.92,0.0,1.0,3.0749, 
19.5,3.1268,0.0,174.691,175.579,0.0,1.0,3.1268, 
19.666667,3.1821,0.0,176.354,177.237,0.0,1.0,3.1821, 
19.833333,3.2302,0.0,178.016,178.9,0.0,1.0,3.2302, 
20.0,3.2913,0.0,179.683,180.558,0.0,1.0,3.2913, 
20.166667,3.3455,0.0,181.345,182.22,0.0,1.0,3.3455, 
20.333333,3.4012,0.0,183.008,183.883,0.0,1.0,3.4012, 
20.5,3.4589,0.0,184.675,185.55,0.0,1.0,3.4589, 
20.666667,3.5151,0.0,186.337,187.212,0.0,1.0,3.5151, 
20.833333,3.5727,0.0,188.0,188.879,0.0,1.0,3.5727, 
21.0,3.6287,0.0,189.666,190.533,0.0,1.0,3.6287, 
21.166667,3.687,0.0,191.329,192.2,0.0,1.0,3.687, 
21.333333,3.7432,0.0,192.991,193.866,0.0,1.0,3.7432, 
21.5,3.8045,0.0,194.658,195.525,0.0,1.0,3.8045, 
21.666667,3.8642,0.0,196.32,197.187,0.0,1.0,3.8642, 
21.833333,3.9245,0.0,197.983,198.841,0.0,1.0,3.9245, 
22.0,3.9837,0.0,199.65,200.5,0.0,1.0,3.9837, 
22.166667,4.0451,0.0,201.312,202.166,0.0,1.0,4.0451, 
22.333333,4.1091,0.0,202.979,203.829,0.0,1.0,4.1091, 
22.5,4.1737,0.0,204.641,205.487,0.0,1.0,4.1737, 
22.666667,4.2344,0.0,206.304,207.145,0.0,1.0,4.2344, 
22.833333,4.2946,0.0,207.97,208.804,0.0,1.0,4.2946, 
23.0,4.36,0.0,209.633,210.462,0.0,1.0,4.36, 
23.166667,4.4251,0.0,211.295,212.129,0.0,1.0,4.4251, 
23.333333,4.4897,0.0,212.962,213.787,0.0,1.0,4.4897, 
23.5,4.5551,0.0,214.625,215.45,0.0,1.0,4.5551, 
23.666667,4.6204,0.0,216.287,217.112,0.0,1.0,4.6204, 
23.833333,4.6883,0.0,217.954,218.775,0.0,1.0,4.6883, 
24.0,4.755,0.0,219.616,220.433,0.0,1.0,4.755, 
24.166667,4.8223,0.0,221.279,222.095,0.0,1.0,4.8223, 
24.333333,4.8903,0.0,222.945,223.758,0.0,1.0,4.8903, 
24.5,4.9609,0.0,224.608,225.416,0.0,1.0,4.9609, 
24.666667,5.0298,0.0,226.27,227.079,0.0,1.0,5.0298, 
24.833333,5.0994,0.0,227.937,228.737,0.0,1.0,5.0994, 
25.0,5.2466,0.0,229.6,230.404,0.0,1.0,5.2466, 
25.166667,5.2909,0.0,231.262,232.066,0.0,1.0,5.2909, 
25.333333,5.3565,0.0,232.929,233.737,0.0,1.0,5.3565, 
25.5,5.4299,0.0,234.591,235.4,0.0,1.0,5.4299, 
25.666667,5.5005,0.0,236.254,237.062,0.0,1.0,5.5005, 
25.833333,5.5754,0.0,237.92,238.72,0.0,1.0,5.5754, 
26.0,5.6502,0.0,239.583,240.387,0.0,1.0,5.6502, 
26.166667,5.7235,0.0,241.245,242.058,0.0,1.0,5.7235, 
26.333333,5.8004,0.0,242.912,243.716,0.0,1.0,5.8004, 
26.5,5.8739,0.0,244.575,245.387,0.0,1.0,5.8739, 
26.666667,5.95,0.0,246.237,247.041,0.0,1.0,5.95, 
26.833333,6.0291,0.0,247.904,248.708,0.0,1.0,6.0291, 
27.0,6.1034,0.0,249.566,250.37,0.0,1.0,6.1034, 
27.166667,6.1806,0.0,251.229,252.033,0.0,1.0,6.1806, 
27.333333,6.2597,0.0,252.895,253.691,0.0,1.0,6.2597, 
27.5,6.3402,0.0,254.558,255.35,0.0,1.0,6.3402, 
27.666667,6.4205,0.0,256.225,257.008,0.0,1.0,6.4205, 
27.833333,6.5016,0.0,257.887,258.666,0.0,1.0,6.5016, 
28.0,6.5802,0.0,259.55,260.333,0.0,1.0,6.5802, 
28.166667,6.6616,0.0,261.216,261.991,0.0,1.0,6.6616, 
28.333333,6.7429,0.0,262.879,263.65,0.0,1.0,6.7429, 
28.5,6.8237,0.0,264.541,265.312,0.0,1.0,6.8237, 
28.666667,6.8833,0.0,266.208,266.975,0.0,1.0,6.8833, 
28.833333,6.9832,0.0,267.87,268.637,0.0,1.0,6.9832, 
29.0,7.0671,0.0,269.533,270.304,0.0,1.0,7.0671, 
29.166667,7.1539,0.0,271.2,271.962,0.0,1.0,7.1539, 
29.333333,7.2409,0.0,272.862,273.629,0.0,1.0,7.2409, 
29.5,7.3278,0.0,274.525,275.287,0.0,1.0,7.3278, 
29.666667,7.4176,0.0,276.191,276.95,0.0,1.0,7.4176, 
29.833333,7.5071,0.0,277.854,278.612,0.0,1.0,7.5071, 
30.0,7.5969,0.0,279.516,280.279,0.0,1.0,7.5969, 
30.166667,7.6884,0.0,281.183,281.945,0.0,1.0,7.6884, 
30.333333,7.7796,0.0,282.845,283.604,0.0,1.0,7.7796, 
30.5,7.8722,0.0,284.508,285.266,0.0,1.0,7.8722, 
30.666667,7.9665,0.0,286.175,286.925,0.0,1.0,7.9665, 
30.833333,8.0605,0.0,287.837,288.591,0.0,1.0,8.0605, 
31.0,8.1568,0.0,289.5,290.258,0.0,1.0,8.1568, 
31.166667,8.2529,0.0,291.166,291.925,0.0,1.0,8.2529, 
31.333333,8.3495,0.0,292.829,293.587,0.0,1.0,8.3495, 
31.5,8.4473,0.0,294.491,295.25,0.0,1.0,8.4473, 
31.666667,8.5467,0.0,296.158,296.92,0.0,1.0,8.5467, 
31.833333,8.6444,0.0,297.82,298.583,0.0,1.0,8.6444, 
32.0,8.7455,0.0,299.483,300.25,0.0,1.0,8.7455, 
32.166667,8.8447,0.0,301.15,301.916,0.0,1.0,8.8447, 
32.333333,8.9477,0.0,302.812,303.575,0.0,1.0,8.9477, 
32.5,9.0498,0.0,304.479,305.245,0.0,1.0,9.0498, 
32.666667,9.1542,0.0,306.141,306.904,0.0,1.0,9.1542, 
32.833333,9.263,0.0,307.804,308.57,0.0,1.0,9.263, 
33.0,9.3678,0.0,309.47,310.233,0.0,1.0,9.3678, 
33.166667,9.4765,0.0,311.133,311.9,0.0,1.0,9.4765, 
33.333333,9.5966,0.0,312.795,313.562,0.0,1.0,9.5966, 
33.5,9.7118,0.0,314.462,315.225,0.0,1.0,9.7118, 
33.666667,9.8255,0.0,316.125,316.887,0.0,1.0,9.8255, 
33.833333,9.9483,0.0,317.787,318.55,0.0,1.0,9.9483, 
34.0,10.0746,0.0,319.454,320.208,0.0,1.0,10.0746, 
34.166667,10.2069,0.0,321.116,321.87,0.0,1.0,10.2069, 
34.333333,10.3383,0.0,322.779,323.533,0.0,1.0,10.3383, 
34.5,10.4751,0.0,324.445,325.191,0.0,1.0,10.4751, 
34.666667,10.6177,0.0,326.108,326.858,0.0,1.0,10.6177, 
34.833333,10.7604,0.0,327.77,328.516,0.0,1.0,10.7604, 
35.0,10.9251,0.0,329.437,330.183,0.0,1.0,10.9251, 
35.166667,11.0892,0.0,331.1,331.841,0.0,1.0,11.0892, 
35.333333,11.2564,0.0,332.762,333.5,0.0,1.0,11.2564, 
35.5,11.4241,0.0,334.429,335.162,0.0,1.0,11.4241, 
35.666667,11.5998,0.0,336.091,336.825,0.0,1.0,11.5998, 
35.833333,11.7478,0.0,337.754,338.491,0.0,1.0,11.7478, 
36.0,11.8402,0.0,339.42,340.154,0.0,1.0,11.8402, 
36.166667,11.856,0.0,341.083,341.82,0.0,1.0,11.856, 
36.333333,11.8375,0.0,342.745,343.483,0.0,1.0,11.8375, 
36.5,11.8199,0.0,344.412,345.145,0.0,1.0,11.8199, 
36.666667,11.8439,0.0,346.075,346.812,0.0,1.0,11.8439, 
36.833333,11.9164,0.0,347.737,348.475,0.0,1.0,11.9164, 
37.0,12.0244,0.0,349.404,350.141,0.0,1.0,12.0244, 
37.166667,12.1417,0.0,351.066,351.808,0.0,1.0,12.1417, 
37.333333,12.2623,0.0,352.729,353.47,0.0,1.0,12.2623, 
37.5,12.3858,0.0,354.395,355.133,0.0,1.0,12.3858, 
37.666667,12.5095,0.0,356.058,356.8,0.0,1.0,12.5095, 
37.833333,12.635,0.0,357.725,358.47,0.0,1.0,12.635, 
38.0,12.7606,0.0,359.387,360.133,0.0,1.0,12.7606, 
38.166667,12.8693,0.0,361.05,361.8,0.0,1.0,12.8693, 
38.333333,13.0029,0.0,362.716,363.458,0.0,1.0,13.0029, 
38.5,13.1344,0.0,364.379,365.116,0.0,1.0,13.1344, 
38.666667,13.2679,0.0,366.041,366.779,0.0,1.0,13.2679, 
38.833333,13.3816,0.0,367.708,368.441,0.0,1.0,13.3816, 
39.0,13.517,0.0,369.37,370.104,0.0,1.0,13.517, 
39.166667,13.6565,0.0,371.033,371.766,0.0,1.0,13.6565, 
39.333333,13.7918,0.0,372.7,373.425,0.0,1.0,13.7918, 
39.5,13.9249,0.0,374.362,375.087,0.0,1.0,13.9249, 
39.666667,14.0617,0.0,376.025,376.754,0.0,1.0,14.0617, 
39.833333,14.2006,0.0,377.691,378.412,0.0,1.0,14.2006, 
40.0,14.3387,0.0,379.354,380.079,0.0,1.0,14.3387, 
40.094333,14.1165,0.0,379.691,380.879,0.0,1.0,14.1165, 
40.144333,14.7849,0.0,379.191,380.383,0.0,1.0,14.7849, 
40.194333,14.7445,0.0,378.691,379.887,0.0,1.0,14.7445, 
40.244333,14.3969,0.0,378.195,379.391,0.0,1.0,14.3969, 
40.294333,14.2776,0.0,377.695,378.895,0.0,1.0,14.2776, 
40.344333,14.2046,0.0,377.195,378.4,0.0,1.0,14.2046, 
40.394333,14.1499,0.0,376.695,377.9,0.0,1.0,14.1499, 
40.444333,14.1005,0.0,376.195,377.4,0.0,1.0,14.1005, 
40.494333,14.0549,0.0,375.7,376.904,0.0,1.0,14.0549, 
40.544333,14.0093,0.0,375.2,376.404,0.0,1.0,14.0093, 
40.594333,13.9627,0.0,374.7,375.904,0.0,1.0,13.9627, 
40.644333,13.9181,0.0,374.2,375.408,0.0,1.0,13.9181, 
40.694333,13.8747,0.0,373.7,374.904,0.0,1.0,13.8747, 
40.744333,13.8282,0.0,373.204,374.408,0.0,1.0,13.8282, 
40.794333,13.7842,0.0,372.704,373.912,0.0,1.0,13.7842, 
40.844333,13.7393,0.0,372.204,373.412,0.0,1.0,13.7393, 
40.894333,13.696,0.0,371.704,372.916,0.0,1.0,13.696, 
40.944333,13.6511,0.0,371.204,372.42,0.0,1.0,13.6511, 
40.994333,13.6072,0.0,370.708,371.916,0.0,1.0,13.6072, 
41.044333,13.5643,0.0,370.208,371.425,0.0,1.0,13.5643, 
41.094333,13.5228,0.0,369.708,370.925,0.0,1.0,13.5228, 
41.144333,13.4796,0.0,369.208,370.425,0.0,1.0,13.4796, 
41.194333,13.4373,0.0,368.708,369.929,0.0,1.0,13.4373, 
41.244333,13.3944,0.0,368.212,369.429,0.0,1.0,13.3944, 
41.294333,13.3505,0.0,367.712,368.929,0.0,1.0,13.3505, 
41.344333,13.3093,0.0,367.212,368.433,0.0,1.0,13.3093, 
41.394333,13.2663,0.0,366.712,367.937,0.0,1.0,13.2663, 
41.444333,13.2242,0.0,366.212,367.437,0.0,1.0,13.2242, 
41.494333,13.1827,0.0,365.712,366.937,0.0,1.0,13.1827, 
41.544333,13.1413,0.0,365.216,366.437,0.0,1.0,13.1413, 
41.594333,13.1003,0.0,364.716,365.945,0.0,1.0,13.1003, 
41.644333,13.0574,0.0,364.216,365.441,0.0,1.0,13.0574, 
41.694333,13.0174,0.0,363.716,364.941,0.0,1.0,13.0174, 
41.744333,12.9776,0.0,363.216,364.45,0.0,1.0,12.9776, 
41.794333,12.9368,0.0,362.72,363.95,0.0,1.0,12.9368, 
41.844333,12.8973,0.0,362.22,363.45,0.0,1.0,12.8973, 
41.894333,12.8556,0.0,361.72,362.954,0.0,1.0,12.8556, 
41.944333,12.817,0.0,361.22,362.458,0.0,1.0,12.817, 
41.994333,12.7737,0.0,360.72,361.962,0.0,1.0,12.7737, 
42.044333,12.7335,0.0,360.225,361.462,0.0,1.0,12.7335, 
42.094333,12.6946,0.0,359.725,360.966,0.0,1.0,12.6946, 
42.144333,12.6545,0.0,359.225,360.47,0.0,1.0,12.6545, 
42.194333,12.6149,0.0,358.725,359.966,0.0,1.0,12.6149, 
42.244333,12.5753,0.0,358.225,359.466,0.0,1.0,12.5753, 
42.294333,12.5355,0.0,357.729,358.97,0.0,1.0,12.5355, 
42.344333,12.4953,0.0,357.229,358.47,0.0,1.0,12.4953, 
42.394333,12.456,0.0,356.729,357.966,0.0,1.0,12.456, 
42.444333,12.4169,0.0,356.229,357.47,0.0,1.0,12.4169, 
42.494333,12.3782,0.0,355.729,356.97,0.0,1.0,12.3782, 
42.544333,12.3414,0.0,355.233,356.47,0.0,1.0,12.3414, 
42.594333,12.3005,0.0,354.733,355.97,0.0,1.0,12.3005, 
42.644333,12.2629,0.0,354.233,355.47,0.0,1.0,12.2629, 
42.694333,12.2252,0.0,353.733,354.975,0.0,1.0,12.2252, 
42.744333,12.1861,0.0,353.233,354.475,0.0,1.0,12.1861, 
42.794333,12.147,0.0,352.737,353.975,0.0,1.0,12.147, 
42.844333,12.1105,0.0,352.237,353.475,0.0,1.0,12.1105, 
42.894333,12.073,0.0,351.737,352.979,0.0,1.0,12.073, 
42.944333,12.0357,0.0,351.237,352.475,0.0,1.0,12.0357, 
42.994333,11.996,0.0,350.737,351.979,0.0,1.0,11.996, 
43.044333,11.9579,0.0,350.241,351.479,0.0,1.0,11.9579, 
43.094333,11.9185,0.0,349.741,350.987,0.0,1.0,11.9185, 
43.144333,11.8796,0.0,349.241,350.487,0.0,1.0,11.8796, 
43.194333,11.8426,0.0,348.741,349.983,0.0,1.0,11.8426, 
43.244333,11.8043,0.0,348.241,349.483,0.0,1.0,11.8043, 
43.294333,11.7666,0.0,347.745,348.983,0.0,1.0,11.7666, 
43.344333,11.7282,0.0,347.245,348.483,0.0,1.0,11.7282, 
43.394333,11.6883,0.0,346.745,347.987,0.0,1.0,11.6883, 
43.444333,11.6569,0.0,346.245,347.487,0.0,1.0,11.6569, 
43.494333,11.6188,0.0,345.745,346.987,0.0,1.0,11.6188, 
43.544333,11.5808,0.0,345.25,346.487,0.0,1.0,11.5808, 
43.594333,11.5428,0.0,344.75,345.987,0.0,1.0,11.5428, 
43.644333,11.5064,0.0,344.25,345.491,0.0,1.0,11.5064, 
43.694333,11.4673,0.0,343.75,344.987,0.0,1.0,11.4673, 
43.744333,11.4312,0.0,343.25,344.487,0.0,1.0,11.4312, 
43.794333,11.3945,0.0,342.754,343.995,0.0,1.0,11.3945, 
43.844333,11.3575,0.0,342.254,343.491,0.0,1.0,11.3575, 
43.894333,11.3192,0.0,341.754,342.995,0.0,1.0,11.3192, 
43.944333,11.2822,0.0,341.254,342.5,0.0,1.0,11.2822, 
43.994333,11.2474,0.0,340.754,341.995,0.0,1.0,11.2474, 
44.044333,11.2095,0.0,340.258,341.504,0.0,1.0,11.2095, 
44.094333,11.1737,0.0,339.758,341.0,0.0,1.0,11.1737, 
44.144333,11.1387,0.0,339.258,340.5,0.0,1.0,11.1387, 
44.194333,11.1006,0.0,338.758,340.008,0.0,1.0,11.1006, 
44.244333,11.0616,0.0,338.258,339.508,0.0,1.0,11.0616, 
44.294333,11.0245,0.0,337.762,339.004,0.0,1.0,11.0245, 
44.344333,10.9895,0.0,337.262,338.508,0.0,1.0,10.9895, 
44.394333,10.9571,0.0,336.762,338.008,0.0,1.0,10.9571, 
44.444333,10.9208,0.0,336.262,337.508,0.0,1.0,10.9208, 
44.494333,10.8841,0.0,335.762,337.012,0.0,1.0,10.8841, 
44.544333,10.8472,0.0,335.262,336.512,0.0,1.0,10.8472, 
44.594333,10.8106,0.0,334.766,336.016,0.0,1.0,10.8106, 
44.644333,10.7744,0.0,334.266,335.512,0.0,1.0,10.7744, 
44.694333,10.7379,0.0,333.766,335.016,0.0,1.0,10.7379, 
44.744333,10.7037,0.0,333.266,334.52,0.0,1.0,10.7037, 
44.794333,10.6682,0.0,332.766,334.02,0.0,1.0,10.6682, 
44.844333,10.632,0.0,332.27,333.525,0.0,1.0,10.632, 
44.894333,10.5955,0.0,331.77,333.029,0.0,1.0,10.5955, 
44.944333,10.5602,0.0,331.27,332.525,0.0,1.0,10.5602, 
44.994333,10.5254,0.0,330.77,332.033,0.0,1.0,10.5254, 
45.044333,10.4899,0.0,330.27,331.537,0.0,1.0,10.4899, 
45.094333,10.4564,0.0,329.775,331.033,0.0,1.0,10.4564, 
45.144333,10.4205,0.0,329.275,330.537,0.0,1.0,10.4205, 
45.194333,10.3842,0.0,328.775,330.037,0.0,1.0,10.3842, 
45.244333,10.3513,0.0,328.275,329.537,0.0,1.0,10.3513, 
45.294333,10.3153,0.0,327.775,329.045,0.0,1.0,10.3153, 
45.344333,10.2827,0.0,327.279,328.545,0.0,1.0,10.2827, 
45.394333,10.25,0.0,326.779,328.045,0.0,1.0,10.25, 
45.444333,10.2145,0.0,326.279,327.55,0.0,1.0,10.2145, 
45.494333,10.1788,0.0,325.779,327.045,0.0,1.0,10.1788, 
45.544333,10.1435,0.0,325.279,326.55,0.0,1.0,10.1435, 
45.594333,10.1098,0.0,324.783,326.045,0.0,1.0,10.1098, 
45.644333,10.0756,0.0,324.283,325.55,0.0,1.0,10.0756, 
45.694333,10.0434,0.0,323.783,325.054,0.0,1.0,10.0434, 
45.744333,10.0102,0.0,323.283,324.558,0.0,1.0,10.0102, 
45.794333,9.9745,0.0,322.783,324.058,0.0,1.0,9.9745, 
45.844333,9.9425,0.0,322.287,323.562,0.0,1.0,9.9425, 
45.894333,9.909,0.0,321.787,323.066,0.0,1.0,9.909, 
45.944333,9.8743,0.0,321.287,322.566,0.0,1.0,9.8743, 
45.994333,9.8415,0.0,320.787,322.07,0.0,1.0,9.8415, 
46.044333,9.8074,0.0,320.287,321.575,0.0,1.0,9.8074, 
46.094333,9.7754,0.0,319.791,321.07,0.0,1.0,9.7754, 
46.144333,9.7414,0.0,319.291,320.575,0.0,1.0,9.7414, 
46.194333,9.71,0.0,318.791,320.075,0.0,1.0,9.71, 
46.244333,9.674,0.0,318.291,319.575,0.0,1.0,9.674, 
46.294333,9.6429,0.0,317.791,319.079,0.0,1.0,9.6429, 
46.344333,9.6106,0.0,317.295,318.587,0.0,1.0,9.6106, 
46.394333,9.5774,0.0,316.795,318.083,0.0,1.0,9.5774, 
46.444333,9.5456,0.0,316.295,317.583,0.0,1.0,9.5456, 
46.494333,9.5119,0.0,315.795,317.083,0.0,1.0,9.5119, 
46.544333,9.4817,0.0,315.295,316.587,0.0,1.0,9.4817, 
46.594333,9.4504,0.0,314.8,316.095,0.0,1.0,9.4504, 
46.644333,9.4239,0.0,314.3,315.591,0.0,1.0,9.4239, 
46.694333,9.3861,0.0,313.8,315.095,0.0,1.0,9.3861, 
46.744333,9.3544,0.0,313.3,314.595,0.0,1.0,9.3544, 
46.794333,9.319,0.0,312.8,314.104,0.0,1.0,9.319, 
46.844333,9.2876,0.0,312.304,313.604,0.0,1.0,9.2876, 
