Time,Unsubtracted Heat Flow,Baseline Heat Flow,Program Temperature,Sample Temperature,Approx. Gas Flow,Heat Flow Calibration,Uncorrected Heat Flow, 
0.0,-6.1544,0.0,30.0,25.845,0.0,1.0,-6.1544, 
0.166667,7.1667,0.0,30.0,31.066,0.0,1.0,7.1667, 
0.333333,1.5733,0.0,30.0,31.187,0.0,1.0,1.5733, 
0.5,1.6002,0.0,30.0,31.208,0.0,1.0,1.6002, 
0.666667,1.6681,0.0,30.0,31.204,0.0,1.0,1.6681, 
0.833333,1.6851,0.0,30.0,31.204,0.0,1.0,1.6851, 
1.0,1.6845,0.0,30.0,31.208,0.0,1.0,1.6845, 
1.166667,1.6865,0.0,30.0,31.204,0.0,1.0,1.6865, 
1.333333,1.6849,0.0,30.0,31.204,0.0,1.0,1.6849, 
1.5,1.6842,0.0,30.0,31.208,0.0,1.0,1.6842, 
1.666667,1.6844,0.0,30.0,31.208,0.0,1.0,1.6844, 
1.833333,1.6843,0.0,30.0,31.208,0.0,1.0,1.6843, 
2.0,1.6845,0.0,30.0,31.208,0.0,1.0,1.6845, 
2.051167,1.0659,0.0,30.245,31.262,0.0,1.0,1.0659, 
2.101167,1.0625,0.0,30.495,31.45,0.0,1.0,1.0625, 
2.151167,1.3929,0.0,30.741,31.675,0.0,1.0,1.3929, 
2.201167,1.7023,0.0,30.991,31.916,0.0,1.0,1.7023, 
2.251167,1.8734,0.0,31.241,32.158,0.0,1.0,1.8734, 
2.301167,1.9432,0.0,31.491,32.408,0.0,1.0,1.9432, 
2.351167,1.969,0.0,31.741,32.65,0.0,1.0,1.969, 
2.401167,1.9771,0.0,31.991,32.895,0.0,1.0,1.9771, 
2.451167,1.9837,0.0,32.241,33.145,0.0,1.0,1.9837, 
2.501167,1.9928,0.0,32.491,33.387,0.0,1.0,1.9928, 
2.551167,2.004,0.0,32.741,33.633,0.0,1.0,2.004, 
2.601167,2.0124,0.0,32.991,33.879,0.0,1.0,2.0124, 
2.651167,2.024,0.0,33.237,34.125,0.0,1.0,2.024, 
2.701167,2.0409,0.0,33.487,34.37,0.0,1.0,2.0409, 
2.751167,2.0523,0.0,33.737,34.62,0.0,1.0,2.0523, 
2.801167,2.0602,0.0,33.987,34.862,0.0,1.0,2.0602, 
2.851167,2.0713,0.0,34.237,35.112,0.0,1.0,2.0713, 
2.901167,2.0855,0.0,34.487,35.358,0.0,1.0,2.0855, 
2.951167,2.1007,0.0,34.737,35.6,0.0,1.0,2.1007, 
3.001167,2.1111,0.0,34.987,35.854,0.0,1.0,2.1111, 
3.051167,2.1228,0.0,35.237,36.095,0.0,1.0,2.1228, 
3.101167,2.1361,0.0,35.487,36.341,0.0,1.0,2.1361, 
3.151167,2.1478,0.0,35.737,36.591,0.0,1.0,2.1478, 
3.201167,2.1624,0.0,35.983,36.837,0.0,1.0,2.1624, 
3.251167,2.1782,0.0,36.233,37.083,0.0,1.0,2.1782, 
3.301167,2.1897,0.0,36.483,37.333,0.0,1.0,2.1897, 
3.351167,2.2002,0.0,36.733,37.579,0.0,1.0,2.2002, 
3.401167,2.2107,0.0,36.983,37.825,0.0,1.0,2.2107, 
3.451167,2.2236,0.0,37.233,38.075,0.0,1.0,2.2236, 
3.501167,2.2406,0.0,37.483,38.325,0.0,1.0,2.2406, 
3.551167,2.2521,0.0,37.733,38.566,0.0,1.0,2.2521, 
3.601167,2.2618,0.0,37.983,38.82,0.0,1.0,2.2618, 
3.651167,2.2744,0.0,38.233,39.062,0.0,1.0,2.2744, 
3.701167,2.2861,0.0,38.479,39.308,0.0,1.0,2.2861, 
3.751167,2.2992,0.0,38.729,39.554,0.0,1.0,2.2992, 
3.801167,2.313,0.0,38.979,39.8,0.0,1.0,2.313, 
3.851167,2.3257,0.0,39.229,40.05,0.0,1.0,2.3257, 
3.901167,2.3386,0.0,39.479,40.3,0.0,1.0,2.3386, 
3.951167,2.3476,0.0,39.729,40.545,0.0,1.0,2.3476, 
4.001167,2.3574,0.0,39.979,40.791,0.0,1.0,2.3574, 
4.051167,2.3669,0.0,40.229,41.037,0.0,1.0,2.3669, 
4.101167,2.3767,0.0,40.479,41.287,0.0,1.0,2.3767, 
4.151167,2.3883,0.0,40.729,41.529,0.0,1.0,2.3883, 
4.201167,2.4013,0.0,40.975,41.779,0.0,1.0,2.4013, 
4.251167,2.4131,0.0,41.225,42.029,0.0,1.0,2.4131, 
