Time,Unsubtracted Heat Flow,Baseline Heat Flow,Program Temperature,Sample Temperature,Approx. Gas Flow,Heat Flow Calibration,Uncorrected Heat Flow, 
0.0,1.7466,0.0,30.0,30.729,0.0,1.0,1.7466, 
0.166667,1.9478,0.0,30.0,30.737,0.0,1.0,1.9478, 
0.333333,1.9597,0.0,30.0,30.737,0.0,1.0,1.9597, 
0.5,1.9619,0.0,30.0,30.737,0.0,1.0,1.9619, 
0.666667,1.9599,0.0,30.0,30.741,0.0,1.0,1.9599, 
0.833333,1.9591,0.0,30.0,30.741,0.0,1.0,1.9591, 
1.0,1.9567,0.0,30.0,30.737,0.0,1.0,1.9567, 
1.166667,1.9541,0.0,30.0,30.741,0.0,1.0,1.9541, 
1.333333,1.9516,0.0,30.0,30.75,0.0,1.0,1.9516, 
1.5,1.9492,0.0,30.0,30.75,0.0,1.0,1.9492, 
1.666667,1.9468,0.0,30.0,30.745,0.0,1.0,1.9468, 
1.833333,1.9446,0.0,30.0,30.75,0.0,1.0,1.9446, 
2.0,1.9424,0.0,30.0,30.75,0.0,1.0,1.9424, 
2.166667,1.9398,0.0,30.0,30.75,0.0,1.0,1.9398, 
2.333333,1.9389,0.0,30.0,30.754,0.0,1.0,1.9389, 
2.5,1.9361,0.0,30.0,30.754,0.0,1.0,1.9361, 
2.666667,1.9344,0.0,30.0,30.754,0.0,1.0,1.9344, 
2.833333,1.9322,0.0,30.0,30.758,0.0,1.0,1.9322, 
3.0,1.9296,0.0,30.0,30.758,0.0,1.0,1.9296, 
3.166667,1.9291,0.0,30.0,30.758,0.0,1.0,1.9291, 
3.333333,1.9262,0.0,30.0,30.762,0.0,1.0,1.9262, 
3.5,1.9242,0.0,30.0,30.762,0.0,1.0,1.9242, 
3.666667,1.9228,0.0,30.0,30.766,0.0,1.0,1.9228, 
3.833333,1.9215,0.0,30.0,30.762,0.0,1.0,1.9215, 
4.0,1.9186,0.0,30.0,30.77,0.0,1.0,1.9186, 
4.166667,1.9171,0.0,30.0,30.77,0.0,1.0,1.9171, 
4.333333,1.9156,0.0,30.0,30.77,0.0,1.0,1.9156, 
4.5,1.913,0.0,30.0,30.775,0.0,1.0,1.913, 
4.666667,1.9113,0.0,30.0,30.775,0.0,1.0,1.9113, 
4.833333,1.9093,0.0,30.0,30.77,0.0,1.0,1.9093, 
5.0,1.9077,0.0,30.0,30.779,0.0,1.0,1.9077, 
5.166667,1.3039,0.0,31.591,31.92,0.0,1.0,1.3039, 
5.333333,1.646,0.0,33.254,33.57,0.0,1.0,1.646, 
5.5,1.7174,0.0,34.92,35.216,0.0,1.0,1.7174, 
5.666667,1.7672,0.0,36.583,36.875,0.0,1.0,1.7672, 
5.833333,1.8134,0.0,38.245,38.533,0.0,1.0,1.8134, 
6.0,1.8612,0.0,39.912,40.191,0.0,1.0,1.8612, 
6.166667,1.9083,0.0,41.575,41.845,0.0,1.0,1.9083, 
6.333333,1.9562,0.0,43.237,43.504,0.0,1.0,1.9562, 
