Time,Unsubtracted Heat Flow,Baseline Heat Flow,Program Temperature,Sample Temperature,Approx. Gas Flow,Heat Flow Calibration,Uncorrected Heat Flow, 
0.0,1.7259,0.0,30.0,30.641,0.0,1.0,1.7259, 
0.166667,1.9259,0.0,30.0,30.645,0.0,1.0,1.9259, 
0.333333,1.945,0.0,30.0,30.65,0.0,1.0,1.945, 
0.5,1.9532,0.0,30.0,30.65,0.0,1.0,1.9532, 
0.666667,1.9562,0.0,30.0,30.645,0.0,1.0,1.9562, 
0.833333,1.9568,0.0,30.0,30.645,0.0,1.0,1.9568, 
1.0,1.9566,0.0,30.0,30.645,0.0,1.0,1.9566, 
1.166667,1.9586,0.0,30.0,30.641,0.0,1.0,1.9586, 
1.333333,1.959,0.0,30.0,30.645,0.0,1.0,1.959, 
1.5,1.9589,0.0,30.0,30.645,0.0,1.0,1.9589, 
1.666667,1.959,0.0,30.0,30.641,0.0,1.0,1.959, 
1.833333,1.958,0.0,30.0,30.645,0.0,1.0,1.958, 
2.0,1.9568,0.0,30.0,30.645,0.0,1.0,1.9568, 
2.166667,1.9575,0.0,30.0,30.645,0.0,1.0,1.9575, 
2.333333,1.9567,0.0,30.0,30.645,0.0,1.0,1.9567, 
2.5,1.9581,0.0,30.0,30.641,0.0,1.0,1.9581, 
2.666667,1.9594,0.0,30.0,30.641,0.0,1.0,1.9594, 
2.833333,1.9585,0.0,30.0,30.641,0.0,1.0,1.9585, 
3.0,1.9569,0.0,30.0,30.645,0.0,1.0,1.9569, 
3.166667,1.9575,0.0,30.0,30.637,0.0,1.0,1.9575, 
3.333333,1.9581,0.0,30.0,30.637,0.0,1.0,1.9581, 
3.5,1.9579,0.0,30.0,30.641,0.0,1.0,1.9579, 
3.666667,1.9603,0.0,30.0,30.641,0.0,1.0,1.9603, 
3.833333,1.9614,0.0,30.0,30.637,0.0,1.0,1.9614, 
4.0,1.9629,0.0,30.0,30.641,0.0,1.0,1.9629, 
4.166667,1.9617,0.0,30.0,30.637,0.0,1.0,1.9617, 
4.333333,1.9631,0.0,30.0,30.641,0.0,1.0,1.9631, 
4.5,1.9638,0.0,30.0,30.641,0.0,1.0,1.9638, 
4.666667,1.9639,0.0,30.0,30.641,0.0,1.0,1.9639, 
4.833333,1.9634,0.0,30.0,30.637,0.0,1.0,1.9634, 
5.0,1.9631,0.0,30.0,30.633,0.0,1.0,1.9631, 
5.166667,1.4041,0.0,31.591,31.8,0.0,1.0,1.4041, 
5.333333,1.7036,0.0,33.254,33.445,0.0,1.0,1.7036, 
5.5,1.7736,0.0,34.92,35.1,0.0,1.0,1.7736, 
5.666667,1.8198,0.0,36.583,36.758,0.0,1.0,1.8198, 
5.833333,1.8658,0.0,38.245,38.416,0.0,1.0,1.8658, 
6.0,1.9109,0.0,39.912,40.07,0.0,1.0,1.9109, 
6.166667,1.9556,0.0,41.575,41.729,0.0,1.0,1.9556, 
6.333333,2.0004,0.0,43.237,43.383,0.0,1.0,2.0004, 
6.5,2.046,0.0,44.904,45.05,0.0,1.0,2.046, 
6.666667,2.0896,0.0,46.566,46.712,0.0,1.0,2.0896, 
6.833333,2.1319,0.0,48.229,48.37,0.0,1.0,2.1319, 
7.0,2.177,0.0,49.895,50.033,0.0,1.0,2.177, 
7.166667,2.22,0.0,51.558,51.687,0.0,1.0,2.22, 
7.333333,2.2634,0.0,53.22,53.35,0.0,1.0,2.2634, 
7.5,2.3022,0.0,54.887,55.016,0.0,1.0,2.3022, 
7.666667,2.3451,0.0,56.55,56.679,0.0,1.0,2.3451, 
7.833333,2.3899,0.0,58.212,58.337,0.0,1.0,2.3899, 
8.0,2.4339,0.0,59.879,60.004,0.0,1.0,2.4339, 
8.166667,2.478,0.0,61.541,61.662,0.0,1.0,2.478, 
8.333333,2.5209,0.0,63.204,63.325,0.0,1.0,2.5209, 
8.5,2.5621,0.0,64.87,64.991,0.0,1.0,2.5621, 
8.666667,2.6021,0.0,66.533,66.654,0.0,1.0,2.6021, 
8.833333,2.6293,0.0,68.195,68.32,0.0,1.0,2.6293, 
9.0,2.688,0.0,69.862,69.983,0.0,1.0,2.688, 
9.166667,2.7369,0.0,71.525,71.654,0.0,1.0,2.7369, 
9.333333,2.7795,0.0,73.187,73.32,0.0,1.0,2.7795, 
9.5,2.8217,0.0,74.854,74.983,0.0,1.0,2.8217, 
9.666667,2.8659,0.0,76.516,76.654,0.0,1.0,2.8659, 
9.833333,2.9105,0.0,78.183,78.316,0.0,1.0,2.9105, 
10.0,2.951,0.0,79.845,79.983,0.0,1.0,2.951, 
10.166667,2.9999,0.0,81.508,81.65,0.0,1.0,2.9999, 
10.333333,3.0443,0.0,83.175,83.32,0.0,1.0,3.0443, 
10.5,3.0786,0.0,84.837,84.983,0.0,1.0,3.0786, 
10.666667,3.1296,0.0,86.5,86.645,0.0,1.0,3.1296, 
10.833333,3.1748,0.0,88.166,88.304,0.0,1.0,3.1748, 
11.0,3.2217,0.0,89.829,89.966,0.0,1.0,3.2217, 
11.166667,3.265,0.0,91.491,91.625,0.0,1.0,3.265, 
11.333333,3.3013,0.0,93.158,93.287,0.0,1.0,3.3013, 
11.5,3.3421,0.0,94.82,94.95,0.0,1.0,3.3421, 
11.666667,3.3837,0.0,96.483,96.608,0.0,1.0,3.3837, 
11.833333,3.4198,0.0,98.15,98.275,0.0,1.0,3.4198, 
12.0,3.464,0.0,99.812,99.933,0.0,1.0,3.464, 
12.166667,3.5107,0.0,101.475,101.604,0.0,1.0,3.5107, 
12.333333,3.5623,0.0,103.141,103.262,0.0,1.0,3.5623, 
12.5,3.616,0.0,104.804,104.929,0.0,1.0,3.616, 
12.666667,3.6745,0.0,106.466,106.583,0.0,1.0,3.6745, 
12.833333,3.7227,0.0,108.133,108.245,0.0,1.0,3.7227, 
13.0,3.7722,0.0,109.795,109.908,0.0,1.0,3.7722, 
13.166667,3.8208,0.0,111.458,111.575,0.0,1.0,3.8208, 
13.333333,3.8695,0.0,113.125,113.237,0.0,1.0,3.8695, 
13.5,3.9165,0.0,114.787,114.9,0.0,1.0,3.9165, 
13.666667,3.9675,0.0,116.45,116.562,0.0,1.0,3.9675, 
13.833333,4.0133,0.0,118.116,118.225,0.0,1.0,4.0133, 
14.0,4.0631,0.0,119.779,119.891,0.0,1.0,4.0631, 
14.166667,4.1125,0.0,121.441,121.554,0.0,1.0,4.1125, 
14.333333,4.1654,0.0,123.108,123.216,0.0,1.0,4.1654, 
14.5,4.2162,0.0,124.77,124.879,0.0,1.0,4.2162, 
14.666667,4.2694,0.0,126.433,126.537,0.0,1.0,4.2694, 
14.833333,4.3151,0.0,128.1,128.208,0.0,1.0,4.3151, 
15.0,4.3681,0.0,129.762,129.87,0.0,1.0,4.3681, 
15.166667,4.4223,0.0,131.429,131.537,0.0,1.0,4.4223, 
15.333333,4.4725,0.0,133.091,133.2,0.0,1.0,4.4725, 
15.5,4.5257,0.0,134.754,134.862,0.0,1.0,4.5257, 
15.666667,4.5788,0.0,136.42,136.529,0.0,1.0,4.5788, 
15.833333,4.632,0.0,138.083,138.2,0.0,1.0,4.632, 
16.0,4.6941,0.0,139.745,139.866,0.0,1.0,4.6941, 
16.166667,4.7603,0.0,141.412,141.525,0.0,1.0,4.7603, 
16.333333,4.8385,0.0,143.075,143.187,0.0,1.0,4.8385, 
16.5,4.9088,0.0,144.737,144.845,0.0,1.0,4.9088, 
16.666667,4.9731,0.0,146.404,146.512,0.0,1.0,4.9731, 
16.833333,5.0228,0.0,148.066,148.17,0.0,1.0,5.0228, 
17.0,5.1232,0.0,149.729,149.833,0.0,1.0,5.1232, 
17.166667,5.0391,0.0,151.395,151.491,0.0,1.0,5.0391, 
17.333333,5.1753,0.0,153.058,153.15,0.0,1.0,5.1753, 
17.5,5.2341,0.0,154.72,154.816,0.0,1.0,5.2341, 
17.666667,5.272,0.0,156.387,156.479,0.0,1.0,5.272, 
17.833333,5.3274,0.0,158.05,158.145,0.0,1.0,5.3274, 
18.0,5.2566,0.0,159.712,159.808,0.0,1.0,5.2566, 
18.166667,5.4517,0.0,161.379,161.47,0.0,1.0,5.4517, 
18.333333,5.5025,0.0,163.041,163.133,0.0,1.0,5.5025, 
18.5,5.5241,0.0,164.704,164.8,0.0,1.0,5.5241, 
18.666667,5.5305,0.0,166.37,166.462,0.0,1.0,5.5305, 
18.833333,5.5013,0.0,168.033,168.125,0.0,1.0,5.5013, 
19.0,5.2975,0.0,169.695,169.791,0.0,1.0,5.2975, 
19.166667,4.6448,0.0,171.362,171.454,0.0,1.0,4.6448, 
19.333333,4.7356,0.0,173.025,173.12,0.0,1.0,4.7356, 
19.5,5.6708,0.0,174.687,174.783,0.0,1.0,5.6708, 
19.666667,5.8444,0.0,176.354,176.45,0.0,1.0,5.8444, 
19.833333,5.9339,0.0,178.016,178.108,0.0,1.0,5.9339, 
20.0,6.0065,0.0,179.679,179.77,0.0,1.0,6.0065, 
20.166667,6.0723,0.0,181.345,181.433,0.0,1.0,6.0723, 
